GID ZTRUE LOGMASS LOGMASS_ERR g_obs r_obs i_obs z_obs g_abs r_abs i_abs z_abs
340014 0.2837 11.1970 0.1155 19.780 18.843 18.548 18.046 -21.036 -21.973 -22.268 -22.770
350288 0.5729 9.4450 0.6465 23.648 22.652 22.632 22.663 -18.969 -19.965 -19.985 -19.954
380358 0.5305 10.7020 0.3360 21.921 20.388 20.259 20.050 -20.495 -22.028 -22.157 -22.366
080252 0.5125 9.5150 0.2110 22.513 22.157 21.787 22.014 -19.813 -20.169 -20.539 -20.312
170178 0.2411 10.7790 0.1070 20.541 19.503 19.065 18.886 -19.872 -20.910 -21.348 -21.527
360112 0.1800 9.3810 0.2180 21.184 20.761 20.648 20.446 -18.518 -18.941 -19.054 -19.256
390476 0.5856 11.6780 0.1620 21.443 20.863 19.895 19.604 -21.232 -21.812 -22.780 -23.071
160016 0.3346 10.5760 0.2535 21.140 20.520 20.182 19.792 -20.090 -20.710 -21.048 -21.438
180372 0.3492 9.6180 0.1385 21.348 21.064 21.019 20.839 -19.990 -20.274 -20.319 -20.499
390479 0.5261 11.3600 0.0560 22.818 22.022 20.980 20.463 -19.576 -20.372 -21.414 -21.931
500120 0.5758 10.2250 0.3935 22.254 21.938 21.507 21.385 -20.377 -20.693 -21.124 -21.246
530105 0.5137 10.4140 0.3190 22.511 21.527 21.348 21.010 -19.821 -20.805 -20.984 -21.322
140320 0.4036 9.9180 0.1235 21.244 20.715 20.520 20.330 -20.463 -20.992 -21.187 -21.377
370075 0.3002 9.6580 0.2480 21.369 20.928 20.839 20.507 -19.588 -20.029 -20.118 -20.450
380378 0.2708 10.3640 0.3175 20.304 19.578 19.798 18.986 -20.396 -21.122 -20.902 -21.714
480635 0.5159 9.2380 0.4605 24.652 23.224 23.133 22.878 -17.691 -19.119 -19.210 -19.465
530107 0.3129 10.3080 0.2470 21.483 20.894 20.581 20.280 -19.578 -20.167 -20.480 -20.781
140325 0.4837 11.4330 0.0135 21.264 20.291 19.617 19.202 -20.911 -21.884 -22.558 -22.973
200058 0.5017 9.3950 0.6725 23.194 22.073 22.410 22.044 -19.076 -20.197 -19.860 -20.226
320180 0.3537 10.6370 0.1125 22.244 21.158 20.649 20.429 -19.127 -20.213 -20.722 -20.942
380379 0.2826 11.6370 0.0630 19.268 18.204 17.691 17.504 -21.538 -22.602 -23.115 -23.302
390485 0.3915 11.4020 0.1160 21.382 20.054 19.495 19.199 -20.247 -21.575 -22.134 -22.430
540291 0.3776 10.4990 0.2650 21.824 20.988 20.610 20.353 -19.713 -20.549 -20.927 -21.184
020026 0.3199 10.8240 0.0410 21.287 20.224 19.801 19.602 -19.830 -20.893 -21.316 -21.515
400202 0.3801 9.5430 0.3800 22.920 21.929 22.074 21.296 -18.634 -19.625 -19.480 -20.258
440616 0.2837 11.1480 0.0350 20.156 19.272 18.832 18.537 -20.660 -21.544 -21.984 -22.279
530112 0.3157 10.6780 0.1275 20.449 19.681 19.382 19.121 -20.634 -21.402 -21.701 -21.962
000345 0.3422 11.4440 0.3930 19.575 18.633 17.883 18.138 -21.712 -22.654 -23.404 -23.149
050665 0.5879 11.6360 0.2105 21.447 20.052 19.462 19.183 -21.238 -22.633 -23.223 -23.502
130145 0.6047 10.0830 0.4105 21.448 21.064 20.853 20.739 -21.312 -21.696 -21.907 -22.021
160021 0.2760 9.8700 0.1320 20.748 20.337 20.166 19.930 -19.999 -20.410 -20.581 -20.817
380381 0.3551 9.9580 0.2565 22.307 21.793 21.492 21.104 -19.074 -19.588 -19.889 -20.277
400204 0.4535 11.3270 0.0120 21.444 20.369 19.686 19.326 -20.564 -21.639 -22.322 -22.682
460082 0.3318 11.0320 0.0855 21.569 20.497 19.993 19.648 -19.640 -20.712 -21.216 -21.561
480643 0.3938 9.3660 0.5775 23.873 23.122 22.847 22.784 -17.771 -18.522 -18.797 -18.860
500138 0.0479 7.6770 0.9705 22.627 21.953 22.119 21.421 -14.011 -14.685 -14.519 -15.217
520041 0.5443 10.6720 0.4405 22.467 21.779 21.346 21.063 -20.016 -20.704 -21.137 -21.420
530115 0.3016 11.7550 0.0510 19.580 18.297 17.736 17.420 -21.389 -22.672 -23.233 -23.549
580263 0.3532 10.4060 0.2790 22.140 21.311 20.874 20.858 -19.227 -20.056 -20.493 -20.509
000349 0.4812 11.1980 0.2760 21.967 20.742 20.140 19.837 -20.194 -21.419 -22.021 -22.324
090551 0.4158 11.1420 0.0675 22.408 20.758 20.088 19.761 -19.376 -21.026 -21.696 -22.023
130150 0.2100 11.3300 0.0810 18.503 17.710 17.300 17.081 -21.572 -22.365 -22.775 -22.994
200080 0.4859 10.9450 0.4310 21.766 20.874 20.533 20.174 -20.421 -21.313 -21.654 -22.013
370096 0.4722 9.2460 0.2450 22.933 22.561 22.474 22.277 -19.179 -19.551 -19.638 -19.835
390505 0.3890 9.9410 0.3650 22.325 21.805 21.437 21.274 -19.288 -19.808 -20.176 -20.339
480644 0.3525 10.9710 0.1690 21.130 20.150 19.805 19.457 -20.232 -21.212 -21.557 -21.905
580264 0.1766 9.3890 0.1460 21.710 21.068 20.920 20.811 -17.946 -18.588 -18.736 -18.845
040377 0.3515 9.7500 0.4670 20.949 20.823 20.734 20.439 -20.406 -20.532 -20.621 -20.916
050669 0.3928 11.5790 0.0350 20.649 19.151 18.658 18.379 -20.989 -22.487 -22.980 -23.259
070293 0.3353 11.8250 0.0655 19.580 18.197 17.724 17.502 -21.655 -23.038 -23.511 -23.733
360125 0.2999 10.7180 0.1220 21.528 20.545 20.141 19.818 -19.427 -20.410 -20.814 -21.137
160028 0.1354 11.0470 0.0305 18.188 17.543 17.176 16.954 -20.836 -21.481 -21.848 -22.070
180424 0.3830 11.0490 0.1615 21.164 20.413 19.897 19.331 -20.409 -21.160 -21.676 -22.242
510167 0.4184 11.4080 0.1125 21.093 19.901 19.304 19.001 -20.707 -21.899 -22.496 -22.799
520054 0.4209 9.8790 0.2195 22.880 22.059 21.609 21.588 -18.935 -19.756 -20.206 -20.227
530621 0.3309 10.2760 0.1615 21.005 20.322 20.104 19.907 -20.197 -20.880 -21.098 -21.295
580268 0.4311 11.5780 0.1500 20.623 19.653 19.112 18.818 -21.254 -22.224 -22.765 -23.059
020033 0.5293 11.7370 0.0125 20.518 19.679 19.026 18.695 -21.892 -22.731 -23.384 -23.715
080295 0.6245 9.8160 0.6550 23.009 21.834 21.896 21.914 -19.836 -21.011 -20.949 -20.931
350335 0.3489 10.6140 0.2240 22.356 21.007 20.717 20.323 -18.980 -20.329 -20.619 -21.013
020034 0.1984 11.0370 0.0485 19.169 18.439 18.058 17.848 -20.768 -21.498 -21.879 -22.089
051109 0.2302 9.8740 0.2655 20.194 19.676 19.636 19.539 -20.105 -20.623 -20.663 -20.760
080296 0.5009 11.7440 0.3035 20.401 19.375 18.873 18.593 -21.865 -22.891 -23.393 -23.673
350342 0.5192 11.1490 0.2755 21.114 20.169 19.826 19.503 -21.245 -22.190 -22.533 -22.856
480180 0.4246 10.8720 0.1310 20.963 20.102 19.750 19.555 -20.875 -21.736 -22.088 -22.283
520058 0.4603 10.1600 0.4460 23.315 22.266 22.072 21.751 -18.731 -19.780 -19.974 -20.295
580270 0.2941 9.8510 0.1865 21.677 20.763 20.824 20.597 -19.229 -20.143 -20.082 -20.309
310024 0.1801 10.1520 0.3255 21.006 20.427 20.098 19.881 -18.697 -19.276 -19.605 -19.822
510175 0.3598 9.9440 0.3725 20.969 20.503 20.466 20.140 -20.445 -20.911 -20.948 -21.274
520059 0.4583 10.7850 0.1875 21.824 21.171 20.501 20.326 -20.211 -20.864 -21.534 -21.709
530630 0.3631 11.0400 0.1575 20.487 19.482 19.156 18.877 -20.950 -21.955 -22.281 -22.560
090746 0.2189 11.2750 0.0990 18.945 18.174 17.753 17.561 -21.231 -22.002 -22.423 -22.615
310025 0.1576 10.0940 0.1820 20.115 19.523 19.330 19.127 -19.269 -19.861 -20.054 -20.257
520061 0.5230 11.4520 0.0155 21.996 20.804 20.110 19.756 -20.383 -21.575 -22.269 -22.623
020047 0.2650 10.5280 0.1500 21.266 20.525 20.105 19.798 -19.380 -20.121 -20.541 -20.848
150457 0.3027 11.4540 0.0195 19.714 18.721 18.297 17.978 -21.264 -22.257 -22.681 -23.000
070402 0.3165 10.9490 0.1090 20.683 19.730 19.339 18.984 -20.407 -21.360 -21.751 -22.106
100417 0.4822 10.7250 0.3170 22.207 21.278 20.938 20.614 -19.960 -20.889 -21.229 -21.553
360136 0.3865 10.1550 0.1740 20.606 20.010 19.888 19.687 -20.991 -21.587 -21.709 -21.910
370610 0.3824 10.1600 0.2875 20.922 20.426 20.208 19.938 -20.647 -21.143 -21.361 -21.631
520070 0.5607 10.8760 0.4615 21.999 21.659 20.999 20.834 -20.562 -20.902 -21.562 -21.727
550031 0.2816 11.3250 0.2085 19.976 19.040 18.621 18.441 -20.821 -21.757 -22.176 -22.356
150471 0.3108 11.0580 0.0180 20.859 19.916 19.382 19.132 -20.185 -21.128 -21.662 -21.912
160046 0.1067 11.1140 0.0715 17.736 16.958 16.608 16.339 -20.730 -21.508 -21.858 -22.127
170240 0.1689 10.4920 0.0870 18.909 18.401 18.170 18.043 -20.640 -21.148 -21.379 -21.506
200101 0.2860 10.4810 0.0320 22.224 21.079 20.658 20.310 -18.612 -19.757 -20.178 -20.526
340105 0.2602 10.7290 0.0440 21.155 20.137 19.665 19.440 -19.446 -20.464 -20.936 -21.161
370143 0.3869 10.8480 0.3725 20.951 20.588 20.008 19.707 -20.648 -21.011 -21.591 -21.892
500163 0.2542 10.6290 0.0695 21.359 20.371 19.873 19.606 -19.184 -20.172 -20.670 -20.937
020057 0.2360 10.3520 0.2510 20.864 20.257 19.857 19.710 -19.496 -20.103 -20.503 -20.650
180475 0.4421 11.2190 0.1230 22.227 20.858 20.289 19.966 -19.715 -21.084 -21.653 -21.976
530641 0.4189 11.3040 0.0665 21.693 20.257 19.669 19.341 -20.110 -21.546 -22.134 -22.462
160051 0.4487 11.4290 0.0155 21.012 19.944 19.410 19.048 -20.968 -22.036 -22.570 -22.932
170254 0.1482 9.9310 0.6450 19.634 19.229 18.985 18.932 -19.603 -20.008 -20.252 -20.305
480195 0.4187 10.5290 0.2960 21.649 20.898 20.669 20.352 -20.153 -20.904 -21.133 -21.450
510203 0.4192 11.3290 0.2680 20.523 19.479 19.066 18.768 -21.282 -22.326 -22.739 -23.037
070470 0.3526 9.5280 0.3605 21.910 21.338 21.473 20.986 -19.453 -20.025 -19.890 -20.377
160054 0.3987 9.5400 0.1950 21.837 21.579 21.411 21.303 -19.839 -20.097 -20.265 -20.373
200105 0.3334 10.0110 0.5540 22.412 21.910 21.619 21.384 -18.809 -19.311 -19.602 -19.837
310039 0.1725 9.9530 0.0675 20.625 20.088 19.751 19.588 -18.975 -19.512 -19.849 -20.012
370161 0.4087 9.1390 0.2940 22.923 22.518 22.499 22.308 -18.817 -19.222 -19.241 -19.432
040477 0.3458 11.0030 0.0375 20.344 19.499 19.144 18.846 -20.969 -21.814 -22.169 -22.467
052136 0.4804 11.0900 0.5090 22.014 20.986 20.402 20.145 -20.143 -21.171 -21.755 -22.012
070472 0.6666 11.4880 0.3050 21.040 20.324 19.749 19.506 -21.977 -22.693 -23.268 -23.511
140390 0.2002 10.9960 0.0125 19.992 18.950 18.418 18.237 -19.967 -21.009 -21.541 -21.722
200106 0.4637 9.4460 0.5080 22.396 21.669 22.095 21.861 -19.669 -20.396 -19.970 -20.204
340121 0.4058 10.8670 0.2845 20.220 19.485 19.123 18.709 -21.501 -22.236 -22.598 -23.012
380424 0.3625 11.6430 0.0410 19.724 18.729 18.178 17.928 -21.709 -22.704 -23.255 -23.505
530696 0.4291 10.4680 0.1800 20.804 20.028 19.820 19.688 -21.061 -21.837 -22.045 -22.177
090924 0.2852 11.3140 0.0470 20.326 19.145 18.709 18.400 -20.503 -21.684 -22.120 -22.429
130283 0.0757 11.0120 0.0325 17.457 16.656 16.225 15.975 -20.218 -21.019 -21.450 -21.700
140396 0.3585 11.3650 0.0330 20.267 19.277 18.876 18.532 -21.138 -22.128 -22.529 -22.873
170275 0.2968 10.4670 0.2880 20.156 19.563 19.407 19.200 -20.773 -21.366 -21.522 -21.729
200108 0.3958 9.4220 0.4690 22.204 22.043 21.804 21.324 -19.453 -19.614 -19.853 -20.333
350390 0.4954 11.4340 0.0535 21.141 20.235 19.675 19.309 -21.096 -22.002 -22.562 -22.928
520083 0.3386 11.2630 0.0690 20.756 19.654 19.113 18.865 -20.504 -21.606 -22.147 -22.395
530698 0.4938 10.7410 0.1445 22.386 21.424 21.007 20.663 -19.843 -20.805 -21.222 -21.566
040511 0.3142 11.3820 0.0075 19.946 18.976 18.491 18.196 -21.126 -22.096 -22.581 -22.876
150500 0.3757 10.3300 0.1495 20.700 20.004 19.825 19.543 -20.824 -21.520 -21.699 -21.981
170276 0.5223 11.1030 0.3145 21.593 20.943 20.359 20.081 -20.782 -21.432 -22.016 -22.294
380433 0.4612 9.4450 0.6035 22.472 22.239 22.028 21.793 -19.579 -19.812 -20.023 -20.258
510234 0.3401 11.1850 0.0205 20.782 19.841 19.335 19.016 -20.489 -21.430 -21.936 -22.255
520086 0.4305 10.6080 0.2510 20.885 20.305 19.969 19.815 -20.988 -21.568 -21.904 -22.058
530704 0.3904 11.2910 0.1590 20.863 19.733 19.288 18.999 -20.759 -21.889 -22.334 -22.623
040512 0.3152 10.7260 0.0295 21.233 20.315 19.925 19.620 -19.847 -20.765 -21.155 -21.460
070515 0.4746 9.4700 0.1230 22.622 22.107 21.813 21.894 -19.504 -20.019 -20.313 -20.232
360145 0.1983 9.9110 0.1785 21.110 20.554 20.250 20.072 -18.826 -19.382 -19.686 -19.864
550050 0.2028 11.2300 0.0640 18.991 18.075 17.566 17.402 -20.999 -21.915 -22.424 -22.588
040530 0.2654 9.5890 0.2335 21.362 21.025 20.846 20.601 -19.288 -19.625 -19.804 -20.049
130308 0.0818 10.4240 0.2705 17.696 16.961 16.527 16.358 -20.156 -20.891 -21.325 -21.494
150509 0.2927 10.7800 0.0045 21.197 20.212 19.800 19.408 -19.697 -20.682 -21.094 -21.486
200118 0.5272 9.7590 0.8240 21.528 21.506 21.686 21.027 -20.871 -20.893 -20.713 -21.372
380024 0.2355 11.6270 0.0945 18.773 17.830 17.374 17.175 -21.582 -22.525 -22.981 -23.180
490403 0.5235 10.7440 0.3030 21.692 20.934 20.616 20.332 -20.689 -21.447 -21.765 -22.049
540002 0.3401 9.4260 0.4545 23.034 22.739 22.123 21.770 -18.237 -18.532 -19.148 -19.501
110014 0.3284 11.5410 0.6095 20.430 19.494 19.072 18.782 -20.753 -21.689 -22.111 -22.401
120313 0.5332 10.3070 0.0775 23.132 22.224 21.734 21.547 -19.297 -20.205 -20.695 -20.882
170285 0.5279 11.2430 0.0535 22.139 21.066 20.435 20.076 -20.264 -21.337 -21.968 -22.327
